Proposal number,Study Sponsor(s),Title,Institution,Lead researcher,URL Path
1934,GSK,Using zanamivir trial data to evaluate baseline characteristics and disease progression by various subgroups to inform clinical development of novel therapies in hospitalized patients with influenza,"Genentech, Inc., A member of the Roche Group",Lesley Butler,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14308&GroupID=SUMMARIES
1955,Boehringer Ingelheim,Development and validation of a model to predict absolute vascular risk reduction due to intensive blood-pressure targets in individual patients at baseline and after three months,"University Medical Center Utrecht, Utrecht, the Netherlands",F.L.J. Visseren,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14320&GroupID=SUMMARIES
1973,Roche,The Role of Targeted Agents and Their Effects on Lymphocytes and Patient Outcomes,Investigational Drug Branch  Cancer Therapy Evaluation Program  Division of Cancer Treatment and Diagnosis  National Cancer Institute,Elad Sharon,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20107&GroupID=SUMMARIES
1996,Sanofi,Statistical Methods for Causal Inference Adjusting for Adherence,"Southern Methodist University Department of Statistics
University of Texas Southwestern Medical Center Department of Clinical Sciences",Daniel Heitjan,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14585&GroupID=SUMMARIES
2029,"GSK, Lilly",Matching the Right Antidepressants with the Right Patients: Using Artificial Intelligence to Personalize the Treatment of Depression,Douglas Mental Health University Institute McGill University,Gustavo Turecki,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19916&GroupID=SUMMARIES
2033,Boehringer Ingelheim,Applying machine learning tools to personalize dabigatran treatment decisions,Stanford University,Sanjay Basu,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19665&GroupID=SUMMARIES
2036,Boehringer Ingelheim,Prediction of bleeding events in patients with non-valvular atrial fibrillation - validation of the VTE-BLEED score,"Leiden University Medical Centre, Leiden, Netherlands",Menno V Huisman,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14515&GroupID=SUMMARIES
2056,Lilly,Breakthrough on Antipsychotic Maintenance Medication: An Individual Participant Data Meta-Analysis.,"The Zucker Hillside Hospital,
The Feinstein Institute of Biomedical Research
Northwell Health",Jose M Rubio M.D.,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14391&GroupID=SUMMARIES
2069,Lilly,Estimating the impact of different approaches to the analysis of time-to-event and longitudinal data on modelled cost-effectiveness.,"School of Health and Related Research (ScHARR), The University of Sheffield",Ben Kearns,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19510&GroupID=SUMMARIES
2074,Roche,Association between pertuzumab induced diarrhea and cutaneous rash and survival outcomes in patients with HER2-positive metastatic breast cancer enrolled in the CLEOPATRA trial,Institut Jules Bordet,Evandro de Azambuja,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19788&GroupID=SUMMARIES
2084,GSK,Relationship between plasma levels of  a1-Antitrypsin levels and the severity of  airflow limitation,"Pneumology Department. Hospital Universitari Vall d'Hebron. Barcelona, Spain",Marc Miravitlles,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14586&GroupID=SUMMARIES
2085,GSK,Identify Systemic Lupus Erythematosus (SLE) Patients Treated with Belimumab with Reduced Severe and Severe/Moderate Flares: A Post-hoc Trial Analysis,"Johns Hopkins University
Bloomberg School of Public Health
Department of Health Policy and Management
Center for Drug Safety and Effectiveness
Center for Population Health IT",Hongjun Kan,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14516&GroupID=SUMMARIES
2087,Lilly,Effectiveness of rhGH in Children with GHD in GeNeSIS (NCT01088412) - revised,"Founder and Chief Scientific Officer, Ammonett Pharma

Retired from University of Virginia after serving on faculty for 40 years as a clinical investigator, Division Chief Endocrinology and Metabolism, Chairman of the Department of Medicine",Michael O. Thorner,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14514&GroupID=SUMMARIES
2099,Boehringer Ingelheim,Blood pressure variability in PRoFESS and development of incident stroke,"University of Utah, Department of Neurology",Adam de Havenon,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=16161&GroupID=SUMMARIES
2100,GSK,Review of post-vaccination fever and antipyretic use and their relation to vaccine immunogenicity after quadrivalent influenza vaccine in children.,"National Centre for Immunisation Research and Surveillance, The Children's Hospital at Westmead",Dr Jean Li-Kim-Moy,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19618&GroupID=SUMMARIES
2110,Lilly,Effects of tumor burden change (response) on survival in mesothelioma,Mayo Clinic,Aaron Mansfield,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=14517&GroupID=SUMMARIES
5453,Roche,Evaluation of Postmastectomy Radiotherapy in Women with HER-2 positive Breast Cancer,"American University of Beirut, Medical Center ",Youssef Zeidan,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19511&GroupID=SUMMARIES
5459,GSK,"Placebo Effects in Asthma Randomized Clinical Trials: Their Magnitudes, Causes and Potential for Improving Care","The Ottawa Hospital Research Institute, University of Ottawa",Shawn D. Aaron,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=16122&GroupID=SUMMARIES
5460,GSK,The evaluation of hemagglutination-inhibition antibody titer as a mediator of vaccine-induced protection against laboratory-confirmed influenza infections,"School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong.",Prof Benjamin J Cowling,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=16162&GroupID=SUMMARIES
5471,GSK,Evaluating predictors of antidepressant response or remission in children and adolescents with depression,"University of Maryland Baltimore, School of Pharmacy, Pharmaceutical Health Services Research Department","O'Mareen Spence, MPH",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19822&GroupID=SUMMARIES
5494,Sanofi,Improving Colon Cancer Therapy Decisions by Extending Trial Representation,"Department of Epidemiology, University of North Carolina at Chapel Hill",Jennifer Lund,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19512&GroupID=SUMMARIES
5495,Boehringer Ingelheim,Applying clinical trial results in clinical decision-making: Impact of a patien's baseline risk on the relative effect of an intervention strategy.,"University Medical Center Utrecht, Utrecht, the Netherlands",Frank L.J. Visseren,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19662&GroupID=SUMMARIES
5499,Roche,Incorporating biomarkers into survival models to predict patient,Rutgers University,"Dr. Luigi Brunetti, PharmD, MPH",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19754&GroupID=SUMMARIES
5501,Roche,Efficacy and Tolerability of Trastuzumab-Emtansine in Elderly Patients with Advanced Breast Cancer; A Combined Analysis ,Institut Jules Bordet,Noam Pondé,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19789&GroupID=SUMMARIES
5502,Lilly,Health Determinants of the quality of life among children with ADHD: a structural equation modelling approach,"National Research Council, Neuroscience Institute, Padova, Italy",Nadia Minicuci,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=16105&GroupID=SUMMARIES
5504,Boehringer Ingelheim,Estimating Oral Anticoagulant Comparative Effectiveness in the Setting of Effect Heterogeneity: Comparing Clinical Trial Transport and Observational Epidemiologic Methods,University of North Carolina at Chapel Hill,Michael Webster-Clark,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19664&GroupID=SUMMARIES
5505,"Boehringer Ingelheim, Lilly",A Data-Driven Statistical/Machine Learning Analysis for Extracting Clinically Actionable Predictions of Antidepressant Treatment Outcomes with Individual Depressive Symptoms,"Mayo Clinic, Dept. of Psychiatry and Psychology",William V. Bobo,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19663&GroupID=SUMMARIES
5506,Lilly,Development of a limited sampling strategy for pharmacokinetic studies with pemetrexed.,Radboud University Medical Center,Rob ter Heine,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19619&GroupID=SUMMARIES
5509,Boehringer Ingelheim,Statistical methodology for the analysis of incomplete data in non-inferiority clinical trials.,"University of Connecticut, Department of Statistics, CT, USA",Yulia Sidi,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19513&GroupID=SUMMARIES
5513,"Lilly, Novartis",Association of sunlight intensity with Attention-Deficit/Hyperactivity Disorder (ADHD) symptoms and interactions with pharmacological treatment: A cross-sectional approach.,"Research Institute Brainclinics, Nijmegen, The Netherlands Utrecht University, Dept. of Experimental Psychology, Utrecht, The Netherlands",Martijn Arns,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19620&GroupID=SUMMARIES
5515,GSK,Impact of HPV16/18 vaccine on HPV genotype infection and cervical precancerous lesions: an implication for cervical cancer screening strategy,"National Cancer Center & Cancer Hospital, Chinese Academy of Medical Sciences",Fanghui Zhao,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=16121&GroupID=SUMMARIES
5521,GSK,Impact of HPV vaccination in preventing subsequent infection and disease after excision treatment,"National Cancer Center & Cancer Hospital, Chinese Academy of Medical Sciences",Fanghui Zhao,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=16124&GroupID=SUMMARIES
5525,GSK,Novel approaches for the analysis of SLE clinical trials,Albert Einstein College of Medicine,Mimi Kim,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19514&GroupID=SUMMARIES
5528,Boehringer Ingelheim,Spirometric Z-Score Reappraisal of the UPLIFT Trial: A 4-Year Trial of Tiotropium in Chronic Obstructive Pulmonary Disease,Yale University School of Medicine,"Carlos A. Vaz Fragoso, MD",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19667&GroupID=SUMMARIES
5548,"Boehringer Ingelheim, Lilly, Roche","Predictors of exposure, therapeutic and adverse effects of targeted therapeutics used in the treatment of lung cancer.",Flinders University,Ashley Hopkins,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19752&GroupID=SUMMARIES
5549,Boehringer Ingelheim,Model-based meta-analysis of anticoagulant therapy based on individual patient data,"Laboratory of Clinical Pharmacology and Pharmacometrics, Graduate School of Pharmaceutical Sciences, Chiba University, Chiba, Japan ",Hisaka Akihiro ,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19904&GroupID=SUMMARIES
5565,Eisai,"Predictors of exposure, therapeutic and adverse effects of lenvatinib used in the treatment of advanced thyroid cancer.",Flinders University,Ashley Hopkins,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19826&GroupID=SUMMARIES
5567,Lilly,PROCLAIM trial secondary analysis: Request for data to determine pre- and mid-treatment neutrophil-to-lymphocyte (NLR) and platelet-to-lymphocyte (PLR) ratios and lymphocyte nadir values to analyze if they are predictive of survival outcome.,"University Hospitals Siedman Cancer Center, Case Western Reserve University, Cleveland, OH",Tithi Biswas,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19755&GroupID=SUMMARIES
5602,Roche,"Predictors of exposure, therapeutic and adverse effects of atezolizumab used in the treatment of advanced cancers.",Flinders University,Ashley Hopkins,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19756&GroupID=SUMMARIES
5625,Roche,Investigating the effects of rituximab on specific cell subsets and cytokine levels in systemic lupus erythematosus patients and constructing a prediction model of treatment response,Stanford University,Matthew Baker,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19823&GroupID=SUMMARIES
5642,GSK,FEV1 decline across BMI gradient in COPD patients who were part of large randomized controlled trial over at least 3 years.,"Centre for Heart Lung Innovation, St Paul's Hospital and Division of Respiratory Medicine, University of British Columbia,Vancouver, BC V6Z 1Y6, Canada ",Don D Sin,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19915&GroupID=SUMMARIES
5644,"GSK, Lilly, Sunovion",Factor analysis using the Generalisability Theory of PANSS data from clinical trials in schizophrenia and bipolar disorder,"University Hospital Geelong, Barwon Health, Geelong, Australia",Seetal Dodd,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19903&GroupID=SUMMARIES
5652,UCB,Efficacy of Crohn's Disease Treatment Stratified by Disease Phenotype,University of California - San Francisco,Vivek Rudrapatna,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19786&GroupID=SUMMARIES
5655,"Astellas, Bayer, Boehringer Ingelheim, GSK, Lilly, Roche, Sanofi, Takeda, ViiV",Prediction of recruitment in randomized clinical trials (RECRUIT-IT),"Department of Medical Oncology & Institute for Clinical Epidemiology and Biostatistics,  University Hospital Basel, Basel, Switzerland ",Kasenda Benjamin,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20252&GroupID=SUMMARIES
5658,GSK,Does Shingrix vaccination reduces the risk of stroke?,University of Antwerp & Antwerp University Hospital,Benson Ogunjimi,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19753&GroupID=SUMMARIES
5742,"Boehringer Ingelheim, GSK, Novartis",Comparison of the effects of dual and single bronchodilators in COPD patients relocated from group D to group B by the revised 2017 GOLD classification: a post-hoc pooled analysis of global RCTs,"Professor, Asan Medical Center, University of Ulsan College of Medicine, Seoul, South Korea Head, the Department of Pulmonary and Critical Care Medicine, Asan Medical Center, Seoul, South Korea ",Yeon-Mok Oh,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19825&GroupID=SUMMARIES
5758,Roche,Predicting the real world effectiveness and safety of medical interventions ,"Institute of Social and Preventive Medicine (ISPM), University of Bern, Bern, Switzerland",Orestis Efthimiou,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20042&GroupID=SUMMARIES
5769,GSK,The risk of recurrent Plasmodium vivax malaria and haematological effect of treatment with or without primaquine: a systematic review and individual patient data meta-analysis,"Menzies School of Health Research, Darwin, Australia  WorldWide Antimalarial Resistance Network (WWARN), University of Oxford, UK",Rob Commons,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20040&GroupID=SUMMARIES
5775,Roche,Early identification of immunotherapy response based on computational models,"Applied Tumor Immunity (D120) National Center for Tumor Diseases (NCT) German Cancer Research Center (DKFZ) Im Neuenheimer Feld 460, D-69120 Heidelberg, Germany   Gastroenterology and Gastrointestinal Oncology University Hospital RWTH Aachen Pauwelsstraße 30, D-52074 Aachen, Germany ",Jakob Nikolas Kather,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20044&GroupID=SUMMARIES
5783,Sanofi,"Co Medication (aspirin, statins and metformin) analysis in patients with metastatic Castration Resistant Prostate Cancer treated with Chemotherapy.",VALL D HEBRON INSTITUTE OF ONCOLOGY VALL D'HEBRON  UNIVERSITY HOSPITAL Passeig Vall d'Hebron 119-129 08035 BARCELONA,Joan CARLES,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20732&GroupID=SUMMARIES
5791,Novartis,Trends of CRT therapy in heart failure patients with reduced ejection fraction on LCZ696 versus Enalapril,University of Miami,Abdullah Sarkar MD,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20257&GroupID=SUMMARIES
5793,"Astellas, UCB","Predictors of exposure, therapeutic and adverse effects of certolizumab pegol used in the treatment of rheumatoid arthritis.","Australian Center for Pharmacometrics, School of Pharmacy and Medical Sciences, University of South Australia",Ahmad Y Abuhelwa,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19910&GroupID=SUMMARIES
5796,GSK,Symptom level analysis of recovery during antidepressant treatment,"Department of Psychology and Logopedics, Medical Faculty, University of Helsinki, Helsinki, Finland",Markus Jokela,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19981&GroupID=SUMMARIES
5805,GSK,Choosing the Right Antidepressant for Depression: Individual Patient Data Network Meta-Analysis ,"Department of Psychiatry, University of Oxford &#9; Oxford Health NHS Foundation Trust ",Professor Andrea Cipriani ,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20255&GroupID=SUMMARIES
5806,GSK,Melancholic depression and response to lamotrigine for the treatment of acute bipolar depression: a pooled analysis of five randomized controlled trials,"Department of Psychiatry, College of Medicine, University of Saskatchewan",Dr. Evyn Peters,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19876&GroupID=SUMMARIES
5807,"Lilly, Novartis, Roche","Predictors of exposure, therapeutic and adverse effects of medicines used in the treatment of breast cancer.",Flinders University,Ashley Hopkins,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20043&GroupID=SUMMARIES
5808,Roche,Effect of rheumatoid factor and anticitrullinated peptide antibody on the efficacy of biological disease-modifying antirheumatic drugs in patients with rheumatoid arthritis,Leiden University Medical Center,Diane van der Woude,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19872&GroupID=SUMMARIES
5809,Roche,Effectiveness of anti HER2 blockade according to host immune status,Gangnam Severance Hospital Department of Surgery,Joon Jeong,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19873&GroupID=SUMMARIES
5814,UCB,Calculating the Ankylosing Spondylitis Disease Activity Score (ASDAS) in radiographic and non-radiographic axial spondyloarthritis when Patient Global Assessment (PGA) is not available,Leiden University Medical Center (LUMC),Désirée van der Heijde,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19911&GroupID=SUMMARIES
5815,GSK,Examining statistical methods to allow comprehensive evaluation and presentation of adverse event data in randomised controlled trials,Imperial College London,Rachel Phillips,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19821&GroupID=SUMMARIES
5819,GSK,The immunogenicity and efficacy of pneumococcal vaccines: a systematic review and network meta-analysis of individual participant data ,University of Oxford,Merryn Voysey,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19913&GroupID=SUMMARIES
5835,GSK,Combined effect of belimumab and hydroxychloroquine treatment : results from the phase 3 belimumab clinical trials in patients with SLE,"Center of Research of Immunopathology and Rare Diseases, Department of Clinical and Biological Sciences, University of Turin, Turin, Italy.",Savino Sciascia,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19824&GroupID=SUMMARIES
5836,Roche,Exploring possibilities to improve the risk:benefit balance through anlaysis of the ocrelizumab phase II extension study,Blizard Institute  Barts and the London School of Medicine and Dentistry Queen Mary University of London 4 Newark Street London EC1 2AT,David Baker/Klaus Schmierer,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20354&GroupID=SUMMARIES
5847,GSK,Effectivity of Belimumab in arthritic and hematologic SLE manifestations,Dep. of Internal Medicine III Carl Gustav Carus Medical Center University of Dresden Germany,Nicolai Leuchten,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20251&GroupID=SUMMARIES
5851,Novartis,Statistical Methods for Analyzing KCCQ in Heart Failure Trials ,"Department of Mathematics & Statistics University of Maryland Baltimore County Baltimore, MD","DoHwan Park, Ph.D.",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20105&GroupID=SUMMARIES
5855,GSK,A clinical practice for detecting the phases of Herpes Zoster.,"* Athens University of Economics and Business, Department of Statistics (www.stat-athens.aueb.gr )  * Frontier Science Foundation Hellas (www.frontier-science.gr )",Dimitris Karlis,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19875&GroupID=SUMMARIES
5862,GSK,Impact of belimumab on antiphospholipid antibodies in patients with Systemic Lupus Erythematosus,"1st Department of Propaedeutic and Internal Medicine, Laiko Hospital, Medical School, National and Kapodistrian University of Athens, Greece",Katerina Chatzidionysiou,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19877&GroupID=SUMMARIES
5865,GSK,Hospitalized influenza clinical studies: benchmarking and refinement of clinical endpoints,Biomedical Advanced Research and Development Authority (BARDA) Office of the Assistant Secretary for Preparedness and Response (ASPR) Department of Health and Human Services (HHS),Kimberly Armstrong,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19901&GroupID=SUMMARIES
5880,Roche,Assessing immune system correlates to individual tumour size dynamics  ,"University of Manchester, Manchester, UK",Dr Hitesh Mistry,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19949&GroupID=SUMMARIES
5881,Novartis,Relationship between outcomes and systolic blood pressure reduction during the first 24 h in acute heart failure syndrome: an exploratory analysis of the Relax-AHF-studies ,"The University of Copenhagen, and the Department of Cardiology, Bispebjerg Hospital, 2400 Copenhagen NV, Denmark",Olav Wendelboe Nielsen,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20109&GroupID=SUMMARIES
5886,GSK,Efficacy of belimumab in patients with active systemic lupus erythematosus and concomitant antiphospholipid syndrome,"Istituto Auxologico Italiano, IRCCS, Laboratory of Immunorheumatology, Milan, Italy.",Pier Luigi Meroni,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19950&GroupID=SUMMARIES
5895,ViiV,Pharmacogenetics of Interaction between Efavirenz and Dolutegravir,"Vanderbilt University Medical Center Nashville, Tennessee","David W. Haas, MD",http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19984&GroupID=SUMMARIES
5904,"Lilly, Roche",Optimal Scheduling of Bevacizumab and Pemetrexed/Cisplatin Dosing in Non-Small Cell Lung Cancer,Iowa State University,Benjamin K Schneider,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20253&GroupID=SUMMARIES
5906,UCB,Modelling seizure rates rather than time to an event within clinical trials of antiepileptic drugs,University of Liverpool,Laura Bonnett,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20250&GroupID=SUMMARIES
5915,GSK,SLE clinical and laboratory profiling to indentify best response to belimumab: results from the phase III belimumab clinical trials,"Center of Research of Immunopathology and Rare Diseases, Department of Clinical and Biological Sciences, University of Turin, Turin, Italy. MD, Consultant in Clinical Immunology",Savino Sciascia,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19902&GroupID=SUMMARIES
5936,"Takeda, UCB",The impact of biological interventions on health-related quality of life in adults with Crohn's disease,"UHC rijeka, krešimirova 42, 51000 Rijeka, Croatia",Mirjana Stanic Benic,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20258&GroupID=SUMMARIES
5937,Roche,"Predictors of exposure, therapeutic and adverse effects of tocilizumab used in the treatment of rheumatoid arthritis.",University of South Australia,Ahmad Y Abuhelwa,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19914&GroupID=SUMMARIES
5951,Lilly,Alternative Data Presentation For Treatment Outcomes in Psoriasis,"University of Alberta, Faculty of Medicine & Dentistry, Division of Dermatology, Canada",Robert Gniadeki,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19983&GroupID=SUMMARIES
5979,Lilly,"Predictors of exposure, therapeutic and adverse effects of baricitinib used in the treatment of rheumatoid arthritis.","Australian Center for Pharmacometrics, School of Pharmacy and Medical Sciences, University of South Australia",Ahmad Y Abuhelwa,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19912&GroupID=SUMMARIES
5981,Roche,Multi-state models for the analysis of survival data in radiation therapy. ,"Department of Radiotherapy, Paoli Calmettes Institute, Marseille, France.",Pierre Annede,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20041&GroupID=SUMMARIES
5988,"Lilly, Novartis, Roche",Pattern Extraction and Patient-Level Prediction of Adverse Events Using Meta-Analysis and Matrix Decomposition,Tokyo University of Science,Kentaro Matsuura,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19982&GroupID=SUMMARIES
5995,Novartis,An investigation of clinical outcome measures in PPMS to inform the design of investigator initiated clinical trials.,"University of Calgary, Calgary, Alberta, Canada",Marcus Koch MD PhD,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20108&GroupID=SUMMARIES
6001,Lilly,Can I use machine learning to build a prediction model of individual patient outcome in first episode psychosis?,"Institute of Mental Health & Wellbeing, University of Glasgow  Honorary Specialty Registrar General Adult Psychiatry, NHS Greater Glasgow & Clyde",Dr Samuel Leighton,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=19948&GroupID=SUMMARIES
6009,GSK,Examining Immune Setpoints in Children and Adults Who Received Multivalent Hepatitis B Vaccines ,J. Craig Venter Institute (JCVI),Yun Zhang,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20335&GroupID=SUMMARIES
6042,"Eisai, GSK, Sanofi",An investigation into unblinded sample size re-estimation methodology in clinical trials,The University of Sheffield,Julia Edwards,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20254&GroupID=SUMMARIES
6044,"GSK, Sanofi","Is there a Difference in the Immune Response, Efficacy, and Safety of Seasonal Influenza Vaccine in Males and Females? - A Meta-Analysis.","Department of Microbiology, Infectious diseases & Immunology and CHU Sainte-Justine Research Center, Université de Montréal, Montréal, QC, Canada",Caroline Quach,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20874&GroupID=SUMMARIES
6062,Sanofi,Predictors of placebo response to local (intra-articular) therapy in osteoarthritis: an individual patient data meta-analysis ,"Institute of Bone and Joint Research, University of Sydney Department of Rheumatology, Royal North Shore Hospital. Sydney, Australia",Shirley Yu,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20937&GroupID=SUMMARIES
6066,Novartis,"Evaluating the role of Clinical Study Reports, as unpublished sources of evidence for the use of sacubitril/valsartan in adults and its impact on evidence synthesis.",Department of General Practice and HRB Centre for Primary Care Research,Dr David Byrne,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20334&GroupID=SUMMARIES
6078,"Novartis, Roche",Evaluation of Radiotherapy after Complete Response to Neoadjuvant Chemotherapy in HER-2 Positive Breast Cancer Patients,"American University of Beirut, Medical Center",Youssef Zeidan,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20106&GroupID=SUMMARIES
6080,Roche,Exploratory Analysis of CRANE Influenza Study to Assess Impact of MHAA4549A among Subgroups Classified by Influenza Severity,Veristat,Robin Bliss,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20248&GroupID=SUMMARIES
7080,"Roche, Sanofi",The clinical outcome based on the treatment course factors in CLASSIC trial.,"Laboratory of Clinical Pharmacology and Pharmacometrics, Graduate School of Pharmaceutical Sciences, Chiba University, Chiba, Japan ",Hisaka Akihiro,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20394&GroupID=SUMMARIES
7082,Roche,Evaluation of Radiotherapy Boost in Women with HER-2 positive Breast Cancer. ,"Department of Radiation Oncology, American University of Beirut Medical Center, Beirut, Lebanon.",Youssef Zeidan,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20039&GroupID=SUMMARIES
8102,GSK,Open Label Extension Analysis - Exploring Self-Controlled Case Series Methodology,London School of Hygiene and Tropical Medicine,Ian Douglas,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20336&GroupID=SUMMARIES
9115,GSK,inhaled STerOids for the Prevention of Lung Cancer. (STOP Lung Cancer),Clínica Universidad de Navarra,Luis Seijo,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20351&GroupID=SUMMARIES
9131,GSK,Validation of the diabetes microsimulation model in the HARMONY trial,University of Florida College of Pharmacy,Hui Shao,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20339&GroupID=SUMMARIES
9134,ViiV,Population pharmacokinetic analysis of interaction between dolutegravir and rifampin,Department of Medicine University of Cape Town Health Sciences Faculty,Gary Maartens,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20256&GroupID=SUMMARIES
9136,Novartis,Association Between Blood Pressure and Cardiovascular Outcomes in Liver Transplant Recipients. ,Northwestern University Feinberg School of Medicine,Lisa B VanWagner MD MSc FAST FAHA,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20733&GroupID=SUMMARIES
9140,Eisai,INDIVIDUAL PARTICIPANT DATA META-ANALYSIS OF DONEPEZIL FOR ALZHEIMER'S DISEASE,Kyoto University Graduate School of Medicine / School of Public health,Toshi A. Furukawa,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20249&GroupID=SUMMARIES
10141,GSK,Impact of rotavirus genotype and local rotavirus gastroenteritis incidence on Rotarix vaccine efficacy estimates: a multi-site pooled analysis of individual-level clinical trial data,"Department of Epidemiology, Rollins School of Public Health, Emory University",Avnika B. Amin,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20398&GroupID=SUMMARIES
10189,Roche,Evaluation of Radiotherapy in Triple Negative Breast Cancer: Analysis of the BEATRICE trial ,"American University of Beirut, Medical Center ",Youssef Zeidan,http://www.clinicalstudydatarequest.com/Posting.aspx?ID=20263&GroupID=SUMMARIES
